201.866871357051	1311
204.754250281454	1324.5
207.640596790938	1314.25
210.525911876299	1322
213.410196525689	1346.75
216.293451724508	1324
219.175678455485	1317.5
222.056877698662	1325.25
224.937050431388	1317.5
227.816197628363	1329
230.694320261602	1320.25
233.571419300504	1333
236.447495711764	1351.5
239.322550459507	1332.75
242.196584505182	1344
245.069598807626	1362.75
247.941594323078	1351.25
250.812572005154	1347
253.682532804884	1344.25
256.551477670699	1353
259.419407548456	1359
262.286323381439	1365
265.152226110364	1366.5
268.017116673389	1373.75
270.880996006115	1374
273.743865041622	1382.25
276.605724710436	1377.5
279.466575940562	1389.5
282.326419657496	1405.25
285.1852567842	1371.25
288.043088241157	1392.5
290.899914946349	1381.75
293.75573781526	1403.25
296.610557760898	1386
299.464375693817	1413
302.317192522078	1385
305.169009151297	1393
308.019826484655	1394.75
310.86964542287	1396.5
313.718466864233	1386
316.566291704614	1387.25
319.413120837457	1393.75
322.258955153804	1404.5
325.103795542291	1397.5
327.947642889128	1398.75
330.79049807819	1404.5
333.632361990927	1421.75
336.473235506444	1397
339.31311950145	1413.75
342.152014850322	1405.5
344.989922425062	1408
347.826843095354	1440.75
350.662777728528	1419.75
353.497727189577	1456.25
356.331692341195	1419.75
359.164674043732	1433
361.996673155267	1442.75
364.827690531536	1442.5
367.65772702602	1449.5
370.486783489887	1473.75
373.314860772047	1444
376.14195971912	1454.5
378.968081175466	1457.25
381.793225983212	1431
384.617394982201	1471.5
387.44058901005	1458.75
390.262808902131	1456.75
393.08405549161	1455
395.904329609395	1467.5
398.723632084213	1462.75
401.541963742569	1448
404.359325408779	1491
407.175717904938	1460.75
409.991142050982	1476.5
412.805598664665	1463.25
415.619088561551	1463.75
418.43161255505	1483
421.243171456415	1484
424.053766074758	1479
426.863397217017	1497.75
429.672065688024	1471.75
432.479772290455	1509.5
435.286517824879	1503
438.092303089736	1504.25
440.897128881359	1513.5
443.70099599399	1503
446.503905219761	1496
449.305857348711	1485.25
452.106853168796	1513.5
454.906893465919	1490.25
457.705979023885	1510.75
460.504110624439	1504.5
463.3012890473	1498.5
466.097515070087	1506.25
468.892789468424	1503
471.687113015869	1500.25
474.48048648395	1490.25
477.272910642198	1506.25
480.064386258109	1508.25
482.854914097159	1511.5
485.644494922839	1526.75
488.433129496636	1530.75
491.220818578047	1534
494.007562924584	1536.25
496.793363291785	1551.25
499.578220433217	1534.5
502.362135100473	1543
505.145108043209	1547.75
507.927140009098	1557.25
510.708231743909	1541.5
513.488383991433	1539.5
516.267597493556	1552
519.04587299022	1560.75
521.82321121946	1538.75
524.599612917398	1544.5
527.375078818233	1543.75
530.149609654287	1560.5
532.923206155967	1551
535.695869051804	1545
538.467599068448	1586
541.238396930665	1543.5
544.008263361364	1555.5
546.777199081578	1534.25
549.545204810493	1541.75
552.312281265436	1543.25
555.078429161898	1550.75
557.843649213533	1546.75
560.607942132156	1549
563.371308627753	1544.75
566.133749408495	1571.25
568.895265180756	1573.5
571.655856649064	1592
574.415524516189	1572.75
577.174269483075	1575.75
579.932092248884	1588.25
582.688993510994	1589.5
585.444973965023	1593.5
588.200034304795	1590.5
590.95417522237	1598
593.70739740807	1589
596.459701550433	1597
599.21108833628	1592.25
601.961558450668	1595.25
604.711112576933	1571
607.459751396673	1584.25
610.207475589748	1596.5
612.954285834338	1604.5
615.700182806879	1594.25
618.445167182101	1588.75
621.189239633055	1599.5
623.932400831087	1579.5
626.674651445839	1591.5
629.415992145303	1578.75
632.156423595745	1579.75
634.895946461813	1572.25
637.634561406449	1591.5
640.37226909096	1580
643.109070174978	1576
645.844965316508	1594.75
648.579955171888	1590
651.314040395846	1586.5
654.047221641456	1583.5
656.779499560176	1604.75
659.510874801828	1622.5
662.241348014642	1577.25
664.97091984524	1610.75
667.699590938606	1606.25
670.427361938164	1616
673.15423348573	1599.75
675.880206221526	1642.5
678.605280784206	1617.75
681.329457810829	1619.75
684.05273793692	1634
686.775121796389	1600.25
689.49661002163	1642.25
692.217203243454	1616.5
694.936902091144	1618.75
697.655707192425	1601
700.373619173493	1619.75
703.09063865901	1606
705.806766272093	1618
708.522002634378	1618
711.236348365946	1611.5
713.94980408538	1604.5
716.662370409762	1618
719.374047954676	1624.25
722.08483733419	1609.25
724.794739160909	1629.5
727.503754045949	1642
730.21188259892	1643
732.919125427998	1617.5
735.625483139855	1632
738.330956339723	1616.5
741.035545631374	1624.25
743.739251617106	1629.25
746.44207489779	1634.25
749.144016072852	1646.5
751.845075740272	1644.25
754.545254496603	1663.25
757.244552936976	1630
759.94297165508	1644.5
762.640511243222	1639
765.337172292249	1647
768.032955391649	1663
770.727861129482	1656.75
773.421890092413	1655
776.11504286572	1641.5
778.807320033298	1650.25
781.49872217765	1641.75
784.18924987991	1628.75
786.87890371984	1640.5
789.567684275826	1645.75
792.255592124908	1640
794.94262784276	1637
797.628792003703	1634
800.314085180715	1650
802.998507945427	1651.75
805.682060868145	1638.75
808.364744517821	1662.25
811.046559462105	1642.5
813.727506267311	1643.5
816.407585498422	1661.75
819.08679771913	1656.5
821.765143491822	1655.75
824.442623377563	1689
827.119237936127	1673.25
829.794987726003	1672.25
832.469873304377	1665
835.143895227167	1667.5
837.817054048985	1677.25
840.489350323205	1695
843.160784601892	1691
845.831357435894	1661.75
848.501069374739	1682.5
851.169920966753	1689.5
853.837912758987	1687.75
856.505045297232	1685.5
859.171319126071	1685.25
861.836734788823	1670.25
864.501292827579	1721.5
867.164993783208	1695.5
869.827838195361	1670.5
872.489826602454	1689.25
875.150959541701	1693.25
877.811237549104	1682.75
880.470661159456	1684
883.129230906357	1688
885.786947322205	1685.5
888.443810938206	1669.25
891.099822284385	1693.5
